id_partida,fecha_hora,estrategia_j1,estrategia_j2,nivel_j1,nivel_j2,ganador,motivo_victoria,duracion_segundos,torres_destruidas_j1,torres_destruidas_j2,vida_final_j1,vida_final_j2,cartas_jugadas_j1,cartas_jugadas_j2,elixir_gastado_j1,elixir_gastado_j2,tropas_invocadas_j1,tropas_invocadas_j2,danio_causado_j1,danio_causado_j2,danio_recibido_j1,danio_recibido_j2,ataques_j1,ataques_j2
PARTIDA_3138_9f250a33,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",89,3,0,7278,0,7,7,30,31,7,7,15282,2698,2698,15282,78,34
PARTIDA_3139_fa87dac0,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",95,2,0,6458,1179,7,10,32,35,7,10,12838,4167,4167,12838,88,40
PARTIDA_3140_74decca1,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",139,3,1,5099,0,13,14,51,49,13,14,14043,11604,11604,14043,170,147
PARTIDA_3141_2f28c364,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Más torres restantes",210,2,1,2069,155,23,18,75,71,23,18,21450,15324,15324,21450,297,191
PARTIDA_3142_a4f88944,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",56,2,0,7278,447,6,6,23,22,6,6,9918,2909,2909,9918,83,40
PARTIDA_3143_8920a7cb,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",50,0,3,0,6030,6,5,20,19,6,5,3572,9826,9826,3572,62,55
PARTIDA_3144_8fd7b7a5,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",125,0,3,0,6777,13,9,44,44,13,9,5313,15877,15877,5313,84,92
PARTIDA_3145_3ffcc8fa,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",97,1,3,0,3619,9,9,33,34,9,9,5885,13445,13445,5885,49,153
PARTIDA_3146_f549fb59,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",63,2,0,6008,1959,5,7,23,24,5,7,10076,5582,5582,10076,78,77
PARTIDA_3147_57257038,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",57,2,0,7278,1959,7,5,23,22,7,5,8636,1790,1790,8636,63,23
PARTIDA_3148_dcb8fb7c,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",89,0,2,1219,5578,9,9,34,33,9,9,8424,11371,11371,8424,80,83
PARTIDA_3149_a81f2cf7,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",41,0,2,1959,7278,3,4,14,16,3,4,2964,7450,7450,2964,30,32
PARTIDA_3150_ca9b5f65,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",47,3,0,7278,0,5,6,18,20,5,6,10503,3879,3879,10503,57,61
PARTIDA_3151_4ab8531b,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",137,0,2,1776,6318,11,11,47,49,11,11,8810,17982,17982,8810,89,157
PARTIDA_3152_eb4f9fc8,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",53,2,1,5319,1959,5,5,20,21,5,5,7730,3514,3514,7730,69,31
PARTIDA_3153_539c84e5,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",79,0,2,534,7278,7,8,28,31,7,8,4062,13856,13856,4062,55,146
PARTIDA_3154_d421e4a9,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",72,1,2,1959,2599,7,6,27,26,7,6,9400,8288,8288,9400,93,35
PARTIDA_3155_f375c28b,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",30,2,1,2259,1959,4,4,15,14,4,4,6849,5860,5860,6849,25,24
PARTIDA_3156_6b3a8f9e,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",70,1,3,0,3570,7,8,26,28,7,8,9088,9798,9798,9088,115,47
PARTIDA_3157_c572b698,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",26,2,0,6318,1959,4,4,13,14,4,4,6085,1930,1930,6085,30,25
PARTIDA_3158_b1ca094e,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",89,1,2,1959,5112,10,7,34,33,10,7,9642,11836,11836,9642,121,50
PARTIDA_3159_6d0c0e4d,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",80,2,0,7278,381,9,10,32,32,9,10,11474,3844,3844,11474,80,70
PARTIDA_3160_d819d93a,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1959,7278,3,4,11,14,3,4,1032,6726,6726,1032,18,22
PARTIDA_3161_37f6f710,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",83,1,2,1959,5199,9,7,30,30,9,7,4229,8308,8308,4229,64,45
PARTIDA_3162_c4f977b6,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",76,0,3,0,7278,6,7,26,29,6,7,4092,13085,13085,4092,61,120
PARTIDA_3163_07020e5d,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",73,2,1,3189,1959,7,7,26,27,7,7,9436,7252,7252,9436,90,69
PARTIDA_3164_c9b2002a,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",68,1,3,0,4119,7,6,26,25,7,6,4954,12520,12520,4954,29,75
PARTIDA_3165_9904e545,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",75,2,0,7203,1259,8,8,28,30,8,8,10477,2593,2593,10477,85,23
PARTIDA_3166_4554459b,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",114,2,1,5319,1239,10,10,40,39,10,10,14121,8004,8004,14121,141,108
PARTIDA_3167_e940a18e,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",40,2,0,7278,1418,4,3,14,14,4,3,9513,1010,1010,9513,61,17
PARTIDA_3168_c2b68c16,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",81,2,1,1419,192,8,7,28,28,8,7,12239,11538,11538,12239,118,102
PARTIDA_3169_b8e583d7,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",84,3,0,7278,0,9,6,31,29,9,6,11479,4917,4917,11479,128,53
PARTIDA_3170_9f201e69,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",50,1,3,0,1759,5,5,21,20,5,5,6939,9419,9419,6939,66,71
PARTIDA_3171_0babdebd,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",67,2,0,6894,1120,6,7,25,26,6,7,9475,2456,2456,9475,73,29
PARTIDA_3172_89732fc7,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",52,0,2,1959,6628,6,5,22,20,6,5,3112,7526,7526,3112,42,28
PARTIDA_3173_8c51f2dd,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",121,2,1,3952,1959,9,13,42,43,9,13,12940,9141,9141,12940,92,136
PARTIDA_3174_7f66a8b0,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",40,2,1,5268,1959,5,5,18,17,5,5,8427,4105,4105,8427,48,36
PARTIDA_3175_f287b437,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",62,1,2,1959,4179,6,6,25,24,6,6,6030,9958,9958,6030,37,79
PARTIDA_3176_9ac7803d,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",79,2,1,1785,1833,8,9,29,30,8,9,10161,9696,9696,10161,123,186
PARTIDA_3177_b2864cc2,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",77,0,3,0,7227,8,8,31,28,8,8,3671,13767,13767,3671,45,105
PARTIDA_3178_175a62bf,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",55,1,2,1959,3061,6,5,22,22,6,5,6118,9572,9572,6118,64,62
PARTIDA_3179_57d588c0,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,7278,1587,6,5,26,22,6,5,8575,4504,4504,8575,68,42
PARTIDA_3180_29652c03,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",29,0,2,1959,6711,4,3,13,12,4,3,1652,6140,6140,1652,27,23
PARTIDA_3181_c1d7e6c7,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,6522,651,6,7,23,25,6,7,10478,5409,5409,10478,66,75
PARTIDA_3182_004e5965,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",108,2,1,4576,1959,9,11,40,39,9,11,10629,8815,8815,10629,58,92
PARTIDA_3183_e36ba86c,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,0,7278,9,7,6,25,24,7,6,11249,2986,2986,11249,94,47
PARTIDA_3184_ef1ee8fb,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",80,1,2,1959,4799,6,7,29,30,6,7,6516,8524,8524,6516,54,46
PARTIDA_3185_51215766,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",47,2,1,2284,1770,5,5,20,20,5,5,8181,7303,7303,8181,57,56
PARTIDA_3186_b8422bc7,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",63,2,1,5219,1959,6,6,26,24,6,6,8740,6851,6851,8740,36,56
PARTIDA_3187_33745866,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",75,0,2,1959,5638,8,6,29,26,8,6,6306,10848,10848,6306,60,53
PARTIDA_3188_9d118eae,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",68,3,0,7278,0,7,6,25,26,7,6,12110,2516,2516,12110,121,40
PARTIDA_3189_458b4653,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",110,1,2,459,5319,11,10,41,38,11,10,8465,13425,13425,8465,116,157
PARTIDA_3190_96426783,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",36,1,2,1959,3935,4,4,15,16,4,4,4504,6821,6821,4504,35,28
PARTIDA_3191_4da26f44,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",36,2,0,7278,1959,5,4,17,16,5,4,8155,1222,1222,8155,36,18
PARTIDA_3192_166d7213,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",78,0,2,1959,5978,8,8,29,29,8,8,4968,8974,8974,4968,57,105
PARTIDA_3193_b15c4812,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",75,1,2,1959,3453,9,6,30,27,9,6,6728,12852,12852,6728,85,84
PARTIDA_3194_7f7da5dd,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",144,3,0,5324,0,12,13,50,52,12,13,14075,7792,7792,14075,115,68
PARTIDA_3195_56c36f59,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",100,2,1,5256,655,11,11,37,38,11,11,12727,6290,6290,12727,173,84
PARTIDA_3196_8068ed7e,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",37,2,0,6678,1959,4,4,15,16,4,4,8856,2235,2235,8856,54,17
PARTIDA_3197_38b96587,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",31,2,0,7278,1959,3,4,11,14,3,4,6960,1283,1283,6960,24,25
PARTIDA_3198_c4d53e3d,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",37,2,0,6207,1959,4,4,15,13,4,4,6323,1753,1753,6323,41,31
PARTIDA_3199_74e2e13c,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",77,1,2,1659,2919,8,7,29,30,8,7,8297,10441,10441,8297,95,64
PARTIDA_3200_85b77df0,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Más torres restantes",179,2,0,7178,1320,15,15,61,61,15,15,20536,8147,8147,20536,171,89
PARTIDA_3201_fb0b4e72,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",90,2,1,3058,844,9,10,34,33,9,10,12868,7767,7767,12868,93,76
PARTIDA_3202_25fa6d63,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,1,5319,1959,4,4,14,14,4,4,6834,3419,3419,6834,27,42
PARTIDA_3203_7840e394,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",80,2,0,6303,759,8,8,29,31,8,8,12855,4276,4276,12855,79,59
PARTIDA_3204_2828460c,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",94,2,1,3728,1959,8,10,33,36,8,10,10204,10505,10505,10204,81,84
PARTIDA_3205_85289243,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",49,1,2,1959,5319,5,5,20,18,5,5,4572,7733,7733,4572,35,46
PARTIDA_3206_0fd8a76f,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",92,2,1,4444,1959,8,8,33,33,8,8,10956,6961,6961,10956,86,70
PARTIDA_3207_e24a0385,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",64,1,3,0,4719,7,7,26,25,7,7,6098,11864,11864,6098,80,87
PARTIDA_3208_280618e3,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",100,0,3,0,7278,8,12,34,38,8,12,2124,16472,16472,2124,37,235
PARTIDA_3209_853bf384,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",52,2,1,3759,1959,5,5,20,20,5,5,6820,6959,6959,6820,25,72
PARTIDA_3210_b03b047a,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",77,0,3,0,7278,7,6,31,27,7,6,3443,12140,12140,3443,36,54
PARTIDA_3211_8c83ff7a,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,1759,7278,4,4,15,16,4,4,1177,7700,7700,1177,22,29
PARTIDA_3212_41fc1e22,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",52,0,2,501,7278,4,6,18,22,4,6,2802,12348,12348,2802,32,85
PARTIDA_3213_db960bc7,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",51,1,2,1959,2573,5,6,19,22,5,6,6948,7282,7282,6948,54,58
PARTIDA_3214_943c9ea5,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",124,0,2,1192,7278,12,11,46,42,12,11,4613,13355,13355,4613,81,119
PARTIDA_3215_db96eb87,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",65,2,1,2259,1959,7,6,25,26,7,6,9975,7502,7502,9975,112,35
PARTIDA_3216_ac4038f9,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",75,0,3,0,7278,6,7,26,27,6,7,4013,13538,13538,4013,60,103
PARTIDA_3217_6f70db80,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",31,1,2,1959,2259,4,4,13,15,4,4,6399,7209,7209,6399,29,36
PARTIDA_3218_9786a954,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",30,2,0,7278,1959,3,3,12,11,3,3,7360,798,798,7360,14,15
PARTIDA_3219_db8f692b,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",98,1,2,1295,5319,9,11,36,35,9,11,4589,10758,10758,4589,72,158
PARTIDA_3220_8fde7f82,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",96,2,1,4859,626,10,8,34,34,10,8,15151,5687,5687,15151,211,75
PARTIDA_3221_a088dfec,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",90,2,2,2793,1959,8,10,32,33,8,10,11306,8216,8216,11306,108,106
PARTIDA_3222_0a69c2be,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",40,2,0,7278,1959,4,3,16,14,4,3,7020,894,894,7020,33,10
PARTIDA_3223_cdbaf61f,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",82,1,2,1509,4119,8,9,30,30,8,9,7417,10237,10237,7417,55,138
PARTIDA_3224_c2d4b812,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,1,4029,1959,6,6,24,24,6,6,7636,5626,5626,7636,70,70
PARTIDA_3225_48c2b999,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",28,0,2,1827,7278,4,4,14,13,4,4,1203,6683,6683,1203,26,34
PARTIDA_3226_b7af4e43,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",55,0,2,1707,6453,6,7,22,23,6,7,4189,7643,7643,4189,62,75
PARTIDA_3227_0b303be5,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",103,3,0,6378,0,9,9,37,39,9,9,16785,4902,4902,16785,165,50
PARTIDA_3228_7bc8b84b,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",61,3,0,7278,0,6,5,22,23,6,5,11585,1295,1295,11585,88,19
PARTIDA_3229_d437e2b9,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",77,2,1,1439,1959,9,8,30,28,9,8,9841,10141,10141,9841,115,116
PARTIDA_3230_6a5f0cd4,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",30,0,2,1359,6360,4,4,13,15,4,4,1852,7862,7862,1852,36,39
PARTIDA_3231_1e9bb326,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",59,0,2,1959,6918,6,6,23,24,6,6,3214,8846,8846,3214,32,59
PARTIDA_3232_dfdb676d,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",96,0,2,69,7278,10,11,36,37,10,11,4215,12686,12686,4215,65,144
PARTIDA_3233_90149a7d,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",94,1,2,1833,3789,8,10,32,35,8,10,12242,10895,10895,12242,145,138
PARTIDA_3234_3f88a9bc,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",107,0,3,0,6126,11,10,39,38,11,10,6220,12400,12400,6220,65,105
PARTIDA_3235_93f56e76,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",138,2,1,4130,559,13,14,51,48,13,14,12559,10230,10230,12559,117,104
PARTIDA_3236_54c52d0d,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",85,3,0,5242,0,7,9,33,31,7,9,12236,7785,7785,12236,75,106
PARTIDA_3237_4c6f04df,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",66,3,1,3417,0,8,7,27,24,8,7,10786,6772,6772,10786,93,58
PARTIDA_3238_6fa6c98d,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",89,2,1,4830,1959,8,9,32,32,8,9,8927,7576,7576,8927,84,70
PARTIDA_3239_cab717bd,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",58,0,3,0,7278,6,6,22,21,6,6,2373,11723,11723,2373,40,84
PARTIDA_3240_2fd16e03,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",40,2,0,7278,1959,4,5,17,18,4,5,7480,990,990,7480,22,14
PARTIDA_3241_882e256a,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",106,1,3,0,5319,10,10,40,37,10,10,5837,16699,16699,5837,75,174
PARTIDA_3242_2463a0c8,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",94,3,0,7278,0,9,10,34,34,9,10,12603,4840,4840,12603,80,65
PARTIDA_3243_68e6e71f,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",100,1,2,1959,2199,9,10,35,38,9,10,13733,11204,11204,13733,146,141
PARTIDA_3244_c0f5b176,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",55,2,1,3519,1959,6,6,22,22,6,6,6630,5986,5986,6630,80,68
PARTIDA_3245_dc941c9b,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",59,0,2,69,7278,5,7,21,25,5,7,4468,11564,11564,4468,52,82
PARTIDA_3246_9f87993e,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",143,1,3,0,2760,15,12,51,50,15,12,14019,17562,17562,14019,162,117
PARTIDA_3247_e95a7195,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",77,1,3,0,3493,8,8,29,29,8,8,8791,12016,12016,8791,84,112
PARTIDA_3248_07b21282,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",127,0,3,0,7278,12,13,44,46,12,13,6066,15558,15558,6066,68,180
PARTIDA_3249_9c65e02b,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",91,2,1,3888,1959,8,9,33,32,8,9,9653,6847,6847,9653,72,100
PARTIDA_3250_631899d1,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",89,2,0,5718,1359,9,8,34,31,9,8,12237,6043,6043,12237,115,70
PARTIDA_3251_247f6976,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",53,0,2,1659,7278,6,5,22,20,6,5,2420,8211,8211,2420,33,37
PARTIDA_3252_8fc0a0de,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",52,2,1,5319,1959,5,6,19,21,5,6,8186,4088,4088,8186,78,72
PARTIDA_3253_76878cec,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Más torres restantes",179,0,2,1800,6085,16,15,62,60,16,15,12531,20942,20942,12531,158,135
